survivor-idle_handgun_0;0;2;2;212;156;253;216;0.44575471698113206;0.4423076923076923
survivor-idle_handgun_1;0;216;2;212;156;253;216;0.44575471698113206;0.4423076923076923
survivor-idle_handgun_2;0;430;2;212;156;253;216;0.44575471698113206;0.44871794871794873
survivor-idle_handgun_3;0;644;2;211;156;253;216;0.44786729857819907;0.44871794871794873
survivor-idle_handgun_4;0;857;2;211;155;253;216;0.44786729857819907;0.45161290322580644
survivor-idle_handgun_5;0;1070;2;211;155;253;216;0.44786729857819907;0.45161290322580644
survivor-idle_handgun_6;0;1283;2;211;154;253;216;0.44786729857819907;0.45454545454545453
survivor-idle_handgun_7;0;1496;2;211;155;253;216;0.44786729857819907;0.45806451612903226
survivor-idle_handgun_8;0;1709;2;211;155;253;216;0.44786729857819907;0.45806451612903226
survivor-idle_handgun_9;0;2;160;211;154;253;216;0.44786729857819907;0.461038961038961
survivor-idle_handgun_10;0;215;160;211;154;253;216;0.44786729857819907;0.461038961038961
survivor-idle_handgun_11;0;428;160;211;154;253;216;0.44786729857819907;0.461038961038961
survivor-idle_handgun_12;0;641;160;211;155;253;216;0.44786729857819907;0.45806451612903226
survivor-idle_handgun_13;0;854;160;211;155;253;216;0.44786729857819907;0.45806451612903226
survivor-idle_handgun_14;0;1067;160;211;154;253;216;0.44786729857819907;0.45454545454545453
survivor-idle_handgun_15;0;1280;160;211;155;253;216;0.44786729857819907;0.45161290322580644
survivor-idle_handgun_16;0;1493;160;211;155;253;216;0.44786729857819907;0.45161290322580644
survivor-idle_handgun_17;0;1706;160;211;156;253;216;0.44786729857819907;0.44871794871794873
survivor-idle_handgun_18;0;2;318;212;156;253;216;0.44575471698113206;0.44871794871794873
survivor-idle_handgun_19;0;216;318;212;156;253;216;0.44575471698113206;0.4423076923076923
survivor-meleeattack_handgun_0;0;430;318;212;156;291;256;0.5023584905660378;0.5448717948717948
survivor-meleeattack_handgun_1;0;644;318;206;163;291;256;0.5218446601941747;0.5276073619631901
survivor-meleeattack_handgun_2;0;852;318;190;175;291;256;0.5657894736842105;0.49714285714285716
survivor-meleeattack_handgun_3;0;1044;318;171;183;291;256;0.6461988304093568;0.47540983606557374
survivor-meleeattack_handgun_4;0;1217;318;157;183;291;256;0.7420382165605095;0.47540983606557374
survivor-meleeattack_handgun_5;0;1376;318;163;180;291;256;0.7576687116564417;0.48333333333333334
survivor-meleeattack_handgun_6;0;1541;318;183;191;291;256;0.6202185792349727;0.43455497382198954
survivor-meleeattack_handgun_7;0;1726;318;244;163;291;256;0.4610655737704918;0.4723926380368098
survivor-meleeattack_handgun_8;0;2;511;213;166;291;256;0.4953051643192488;0.5240963855421686
survivor-meleeattack_handgun_9;0;217;511;187;192;291;256;0.5267379679144385;0.6145833333333334
survivor-meleeattack_handgun_10;0;406;511;193;184;291;256;0.5259067357512953;0.5978260869565217
survivor-meleeattack_handgun_11;0;601;511;196;171;291;256;0.5331632653061225;0.5380116959064327
survivor-meleeattack_handgun_12;0;799;511;216;163;291;256;0.4976851851851852;0.50920245398773
survivor-meleeattack_handgun_13;0;1017;511;225;155;291;256;0.4866666666666667;0.4967741935483871
survivor-meleeattack_handgun_14;0;1244;511;218;156;291;256;0.48853211009174313;0.532051282051282
survivor-move_handgun_0;0;1464;511;212;156;258;220;0.4339622641509434;0.46153846153846156
